Student_ID,Name,Age,Gender,School,Board,Class,Subject,Marks,Grade,Attendance_Percent,Study_Hours_Per_Day,Extra_Curricular,Scholarship
STU_011823,Student_11823,15,Male,School_28,CBSE,9,Chemistry,53,B,59.5,2.9,No,No
STU_011824,Student_11824,15,Female,School_44,ICSE,9,Mathematics,87,D,89.8,4.7,Yes,No
STU_011825,Student_11825,15,Male,School_27,CBSE,10,History,91,C+,100.0,0.2,Yes,No
STU_011826,Student_11826,14,Male,School_37,ICSE,12,Economics,48,F,94.8,2.8,No,No
STU_011827,Student_11827,16,Male,School_47,ICSE,11,Physics,65,C,53.5,2.8,No,No
STU_011828,Student_11828,13,Male,School_6,Cambridge,12,English,68,A+,93.8,5.3,No,No
STU_011829,Student_11829,16,Female,School_33,ICSE,11,History,90,F,62.9,3.6,Yes,No
STU_011830,Student_11830,11,Female,School_8,IB,9,Mathematics,81,F,58.9,7.1,Yes,Yes
STU_011831,Student_11831,13,Female,School_42,IB,11,Physics,66,C+,96.5,1.9,No,No
STU_011832,Student_11832,11,Female,School_39,Cambridge,9,Physics,72,B,70.1,4.6,No,No
STU_011833,Student_11833,14,Female,School_40,State,10,Hindi,58,C,81.6,3.3,No,No
STU_011834,Student_11834,14,Male,School_36,State,9,Chemistry,95,D,99.9,2.2,No,No
STU_011835,Student_11835,14,Male,School_48,Cambridge,11,History,96,D,69.2,3.0,No,No
STU_011836,Student_11836,14,Female,School_45,IB,12,Hindi,79,F,76.4,4.3,Yes,No
STU_011837,Student_11837,17,Male,School_23,State,10,History,61,C,92.7,4.1,No,No
STU_011838,Student_11838,14,Female,School_44,CBSE,10,English,53,F,88.5,4.0,No,No
STU_011839,Student_11839,16,Male,School_25,Cambridge,11,Biology,61,A,100.0,3.7,Yes,Yes
STU_011840,Student_11840,15,Male,School_38,Cambridge,10,Physics,77,D,81.4,5.4,Yes,No
STU_011841,Student_11841,12,Female,School_25,Cambridge,12,Economics,53,B,100.0,3.2,No,No
STU_011842,Student_11842,18,Male,School_49,CBSE,11,English,37,B+,92.0,3.4,No,Yes
STU_011843,Student_11843,10,Male,School_14,CBSE,11,History,81,B+,71.3,1.2,No,No
STU_011844,Student_11844,13,Male,School_19,ICSE,9,Physics,50,A,89.7,4.9,Yes,No
STU_011845,Student_11845,12,Female,School_40,CBSE,9,Mathematics,94,C,67.7,1.2,No,No
STU_011846,Student_11846,12,Female,School_46,State,11,Economics,89,B,100.0,0.0,Yes,No
STU_011847,Student_11847,13,Female,School_39,State,10,Hindi,88,B+,65.2,3.8,Yes,No
STU_011848,Student_11848,17,Female,School_23,ICSE,12,English,48,B+,94.5,5.2,Yes,Yes
STU_011849,Student_11849,13,Female,School_43,ICSE,11,Economics,74,F,95.3,3.3,Yes,No
STU_011850,Student_11850,17,Female,School_50,CBSE,12,English,45,C,64.0,5.2,Yes,No
STU_011851,Student_11851,15,Female,School_1,IB,9,English,70,C+,100.0,2.4,No,No
STU_011852,Student_11852,15,Female,School_3,ICSE,12,Hindi,92,C+,83.3,1.5,No,No
STU_011853,Student_11853,14,Male,School_38,State,12,Geography,61,D,63.0,2.5,No,No
STU_011854,Student_11854,18,Female,School_31,State,10,Hindi,55,B+,65.7,4.4,No,No
STU_011855,Student_11855,14,Male,School_27,ICSE,9,Chemistry,74,C+,63.4,1.1,No,No
STU_011856,Student_11856,14,Male,School_32,State,12,Chemistry,98,C,78.9,7.0,Yes,No
STU_011857,Student_11857,11,Male,School_31,Cambridge,12,Physics,77,B+,78.0,3.7,No,No
STU_011858,Student_11858,17,Female,School_24,IB,11,Computer Science,62,F,70.8,7.1,No,No
STU_011859,Student_11859,15,Male,School_10,IB,9,Economics,100,C,64.6,4.3,No,No
STU_011860,Student_11860,12,Male,School_43,IB,12,Hindi,62,F,57.8,5.2,No,No
STU_011861,Student_11861,14,Female,School_33,Cambridge,10,Hindi,100,A+,72.5,6.3,No,No
STU_011862,Student_11862,13,Male,School_14,CBSE,11,Mathematics,72,B+,100.0,5.5,No,No
STU_011863,Student_11863,19,Female,School_41,ICSE,10,History,23,C,45.0,6.3,No,No
STU_011864,Student_11864,14,Female,School_40,CBSE,10,Mathematics,89,B,40.9,4.1,Yes,No
STU_011865,Student_11865,13,Female,School_3,State,12,Hindi,92,A,72.4,5.5,No,No
STU_011866,Student_11866,18,Male,School_12,ICSE,12,History,54,A+,73.8,3.1,Yes,No
STU_011867,Student_11867,14,Female,School_24,IB,9,Biology,78,A,71.2,3.6,No,No
STU_011868,Student_11868,14,Male,School_26,State,10,Computer Science,82,D,81.5,1.7,Yes,No
STU_011869,Student_11869,13,Male,School_16,State,10,Mathematics,67,B+,61.8,3.5,No,No
STU_011870,Student_11870,18,Female,School_4,ICSE,11,Mathematics,49,B+,76.1,6.7,Yes,No
STU_011871,Student_11871,13,Female,School_40,ICSE,12,Mathematics,41,B,73.9,4.5,Yes,No
STU_011872,Student_11872,16,Female,School_15,IB,11,History,39,C,72.8,1.7,Yes,No
STU_011873,Student_11873,14,Female,School_16,Cambridge,10,Physics,58,B+,81.1,3.4,Yes,No
STU_011874,Student_11874,14,Male,School_29,CBSE,9,Chemistry,77,D,86.9,6.4,No,No
STU_011875,Student_11875,14,Female,School_47,State,12,English,73,B,76.7,3.9,Yes,Yes
STU_011876,Student_11876,13,Male,School_42,IB,12,Economics,66,C,70.0,3.5,Yes,No
STU_011877,Student_11877,11,Female,School_19,IB,11,Computer Science,77,C+,98.5,5.4,No,No
STU_011878,Student_11878,19,Male,School_40,Cambridge,9,Physics,68,D,76.0,4.5,No,Yes
STU_011879,Student_11879,16,Female,School_12,State,11,History,70,A,73.0,2.6,Yes,No
STU_011880,Student_11880,15,Male,School_4,State,10,Physics,88,B+,63.0,3.9,Yes,No
STU_011881,Student_11881,15,Female,School_37,IB,10,Biology,43,C,100.0,4.8,Yes,Yes
STU_011882,Student_11882,17,Female,School_20,State,10,Biology,100,A,72.6,5.1,No,No
STU_011883,Student_11883,16,Male,School_30,IB,10,Chemistry,43,D,70.4,3.1,No,Yes
STU_011884,Student_11884,17,Male,School_18,IB,12,English,49,C+,82.6,1.1,Yes,No
STU_011885,Student_11885,15,Female,School_24,ICSE,10,Chemistry,59,B+,98.6,8.8,Yes,No
STU_011886,Student_11886,15,Male,School_7,IB,12,Hindi,67,C,71.6,4.8,No,No
STU_011887,Student_11887,15,Male,School_34,State,10,English,75,A+,61.1,3.4,No,No
STU_011888,Student_11888,13,Male,School_14,ICSE,10,Geography,70,A+,65.0,5.5,No,No
STU_011889,Student_11889,17,Male,School_17,Cambridge,9,Computer Science,78,B+,66.9,3.7,Yes,No
STU_011890,Student_11890,18,Male,School_23,State,12,Economics,42,D,71.4,4.3,No,No
STU_011891,Student_11891,14,Female,School_3,ICSE,9,History,75,D,100.0,3.3,Yes,No
STU_011892,Student_11892,16,Female,School_9,State,12,Hindi,85,A,83.8,8.9,Yes,No
STU_011893,Student_11893,16,Female,School_7,ICSE,12,English,26,A+,84.8,3.7,No,No
STU_011894,Student_11894,17,Male,School_32,IB,9,English,59,A+,89.8,5.2,No,No
STU_011895,Student_11895,10,Female,School_17,IB,10,English,59,A,79.5,4.7,Yes,Yes
STU_011896,Student_11896,17,Female,School_28,State,12,Hindi,95,A+,83.3,6.8,No,No
STU_011897,Student_11897,15,Female,School_29,State,9,Hindi,74,C,100.0,2.0,Yes,No
STU_011898,Student_11898,17,Female,School_18,IB,11,Geography,60,A,84.3,5.9,No,No
STU_011899,Student_11899,14,Female,School_33,ICSE,12,Geography,49,B+,80.0,4.9,No,No
STU_011900,Student_11900,17,Male,School_43,Cambridge,10,History,62,F,90.2,3.7,Yes,No
STU_011901,Student_11901,14,Male,School_45,State,9,English,77,B,76.6,5.7,Yes,No
STU_011902,Student_11902,15,Male,School_44,ICSE,11,Physics,55,A+,81.1,4.0,No,No
STU_011903,Student_11903,13,Male,School_38,CBSE,9,English,49,A+,71.6,5.5,Yes,No
STU_011904,Student_11904,11,Male,School_13,State,11,Biology,56,A+,77.6,3.9,Yes,No
STU_011905,Student_11905,13,Male,School_8,Cambridge,9,Physics,71,C,71.2,3.4,Yes,No
STU_011906,Student_11906,12,Female,School_15,ICSE,11,Economics,66,F,77.9,2.3,Yes,No
STU_011907,Student_11907,18,Female,School_10,Cambridge,10,English,63,B+,88.9,0.2,No,No
STU_011908,Student_11908,18,Female,School_21,Cambridge,10,Economics,71,B+,63.3,8.4,No,No
STU_011909,Student_11909,16,Female,School_49,CBSE,12,English,63,C+,68.5,3.2,Yes,No
STU_011910,Student_11910,16,Male,School_34,State,10,Economics,55,C+,40.6,5.1,Yes,No
STU_011911,Student_11911,16,Male,School_10,IB,12,Computer Science,69,B,79.0,4.4,No,No
STU_011912,Student_11912,11,Male,School_2,ICSE,12,Physics,85,F,80.7,6.1,No,No
STU_011913,Student_11913,13,Male,School_14,State,9,Computer Science,67,F,92.7,5.4,No,No
STU_011914,Student_11914,15,Male,School_39,Cambridge,11,History,78,A+,88.9,3.6,No,No
STU_011915,Student_11915,13,Female,School_36,CBSE,9,Mathematics,68,A+,90.9,3.4,No,No
STU_011916,Student_11916,13,Female,School_41,IB,12,Geography,72,F,88.2,2.3,Yes,No
STU_011917,Student_11917,15,Male,School_25,State,9,Geography,66,B+,71.0,3.3,Yes,Yes
STU_011918,Student_11918,17,Female,School_44,IB,11,History,44,D,59.5,5.8,No,No
STU_011919,Student_11919,12,Male,School_39,State,10,Hindi,62,A+,93.9,4.0,No,No
STU_011920,Student_11920,14,Male,School_39,CBSE,12,Geography,62,F,91.8,0.0,No,No
STU_011921,Student_11921,12,Female,School_22,IB,11,History,68,A+,96.3,2.2,No,Yes
STU_011922,Student_11922,18,Female,School_28,State,9,Hindi,96,B+,72.6,4.0,No,No
STU_011923,Student_11923,18,Female,School_25,IB,11,English,67,F,82.3,7.6,No,No
STU_011924,Student_11924,18,Male,School_19,ICSE,10,Physics,98,A,87.2,3.7,Yes,No
STU_011925,Student_11925,14,Male,School_11,Cambridge,10,Biology,60,C+,74.9,8.5,Yes,No
STU_011926,Student_11926,17,Male,School_36,Cambridge,11,History,62,D,78.0,3.8,No,No
STU_011927,Student_11927,15,Male,School_17,Cambridge,12,Chemistry,60,A,72.8,5.2,Yes,Yes
STU_011928,Student_11928,14,Male,School_23,IB,11,Biology,65,F,94.6,3.5,No,No
STU_011929,Student_11929,16,Male,School_34,CBSE,9,Hindi,84,F,85.3,3.2,Yes,No
STU_011930,Student_11930,13,Female,School_6,CBSE,9,Physics,75,F,67.8,2.5,Yes,No
STU_011931,Student_11931,13,Female,School_26,Cambridge,10,Chemistry,70,A,98.2,2.2,No,No
STU_011932,Student_11932,15,Female,School_14,State,9,Physics,68,C+,76.5,5.1,Yes,No
STU_011933,Student_11933,15,Male,School_36,IB,12,Mathematics,44,A+,73.4,5.2,Yes,No
STU_011934,Student_11934,13,Male,School_37,IB,9,History,61,F,95.5,2.3,No,No
STU_011935,Student_11935,15,Female,School_45,Cambridge,10,Physics,93,B+,80.9,0.0,Yes,No
STU_011936,Student_11936,15,Female,School_45,Cambridge,10,Computer Science,100,A+,71.0,5.2,No,No
STU_011937,Student_11937,15,Male,School_10,State,11,History,49,D,100.0,2.5,No,No
STU_011938,Student_11938,16,Female,School_9,IB,11,Economics,66,B+,80.0,4.0,Yes,No
STU_011939,Student_11939,15,Female,School_16,IB,9,Mathematics,61,C+,69.2,3.0,Yes,No
STU_011940,Student_11940,15,Male,School_4,IB,12,Biology,77,B,77.0,5.1,Yes,No
STU_011941,Student_11941,16,Male,School_47,CBSE,12,Physics,51,A+,58.8,4.2,Yes,Yes
STU_011942,Student_11942,15,Male,School_33,ICSE,10,Physics,66,B+,81.8,3.4,Yes,No
STU_011943,Student_11943,14,Male,School_27,Cambridge,12,History,76,A+,61.8,4.0,No,Yes
STU_011944,Student_11944,14,Male,School_18,Cambridge,9,Mathematics,70,B+,84.2,7.0,No,No
STU_011945,Student_11945,13,Male,School_11,CBSE,11,Hindi,69,A,88.9,9.0,Yes,No
STU_011946,Student_11946,16,Female,School_2,IB,12,Mathematics,66,B,85.3,2.0,Yes,No
STU_011947,Student_11947,10,Male,School_6,CBSE,9,Chemistry,66,C,64.3,2.3,Yes,No
STU_011948,Student_11948,14,Female,School_32,CBSE,9,History,74,B,86.1,3.2,No,Yes
STU_011949,Student_11949,14,Male,School_43,Cambridge,9,Hindi,75,B,67.7,6.9,Yes,No
STU_011950,Student_11950,13,Female,School_28,IB,12,English,63,F,100.0,5.9,Yes,Yes
STU_011951,Student_11951,14,Male,School_18,ICSE,12,Chemistry,78,D,58.6,3.6,No,No
STU_011952,Student_11952,15,Female,School_21,Cambridge,11,Mathematics,78,C,78.9,1.1,No,No
STU_011953,Student_11953,17,Female,School_45,IB,11,Physics,91,C+,82.4,8.2,Yes,No
STU_011954,Student_11954,15,Female,School_26,Cambridge,9,Biology,54,C+,81.0,8.4,No,Yes
STU_011955,Student_11955,16,Female,School_10,ICSE,9,Computer Science,65,B+,59.6,4.2,Yes,No
STU_011956,Student_11956,16,Male,School_47,CBSE,11,Economics,65,D,98.3,3.0,No,No
STU_011957,Student_11957,12,Female,School_7,IB,11,Hindi,46,C,83.1,3.3,No,No
STU_011958,Student_11958,13,Female,School_22,State,10,Geography,85,A,100.0,4.8,No,No
STU_011959,Student_11959,14,Female,School_14,IB,10,History,49,B+,88.4,9.1,No,No
STU_011960,Student_11960,15,Male,School_40,ICSE,11,English,73,B,96.9,7.4,No,No
STU_011961,Student_11961,14,Male,School_27,CBSE,9,Hindi,47,C+,84.6,5.3,No,No
STU_011962,Student_11962,11,Female,School_4,IB,11,Mathematics,55,C,100.0,2.8,Yes,No
STU_011963,Student_11963,14,Male,School_28,Cambridge,11,Economics,48,B+,79.1,4.6,Yes,No
STU_011964,Student_11964,17,Male,School_50,State,10,Economics,67,C+,86.4,3.4,No,Yes
STU_011965,Student_11965,14,Female,School_6,State,10,Biology,73,B+,54.4,2.6,No,No
STU_011966,Student_11966,17,Female,School_25,State,10,Biology,71,D,77.8,1.1,No,No
STU_011967,Student_11967,14,Female,School_20,Cambridge,12,Economics,72,D,75.5,4.0,No,No
STU_011968,Student_11968,13,Male,School_43,CBSE,10,Geography,57,F,100.0,6.9,Yes,No
STU_011969,Student_11969,13,Female,School_22,IB,12,History,83,F,100.0,4.5,No,No
STU_011970,Student_11970,14,Male,School_43,ICSE,12,Hindi,39,A+,74.8,5.8,No,No
STU_011971,Student_11971,16,Female,School_29,CBSE,9,Economics,69,B+,75.5,4.3,No,No
STU_011972,Student_11972,19,Female,School_21,State,10,Chemistry,64,A+,69.4,1.9,Yes,No
STU_011973,Student_11973,14,Female,School_42,State,11,History,63,A,81.2,3.3,No,No
STU_011974,Student_11974,15,Male,School_48,Cambridge,11,English,67,C,73.2,1.9,No,No
STU_011975,Student_11975,12,Female,School_23,Cambridge,9,Biology,71,A+,95.5,6.7,Yes,No
STU_011976,Student_11976,14,Male,School_11,Cambridge,12,Physics,54,A,74.5,6.7,Yes,No
STU_011977,Student_11977,13,Male,School_7,ICSE,10,Physics,52,C+,88.1,4.8,No,Yes
STU_011978,Student_11978,15,Female,School_8,ICSE,10,Biology,52,C+,83.8,2.0,Yes,No
STU_011979,Student_11979,11,Male,School_28,CBSE,10,Hindi,71,B,100.0,3.2,Yes,No
STU_011980,Student_11980,16,Female,School_10,State,12,Hindi,56,D,59.8,5.0,Yes,Yes
STU_011981,Student_11981,14,Male,School_36,IB,9,Economics,86,A+,100.0,2.6,No,No
STU_011982,Student_11982,16,Female,School_36,Cambridge,9,Physics,73,F,64.2,4.1,Yes,No
STU_011983,Student_11983,14,Male,School_21,Cambridge,11,Mathematics,69,F,80.0,1.2,Yes,No
STU_011984,Student_11984,11,Male,School_7,ICSE,10,Physics,78,A,91.7,6.1,Yes,No
STU_011985,Student_11985,15,Male,School_44,IB,11,Mathematics,66,B,81.1,2.5,No,No
STU_011986,Student_11986,10,Female,School_7,Cambridge,10,Hindi,68,C,100.0,3.5,Yes,No
STU_011987,Student_11987,13,Male,School_1,IB,9,Mathematics,75,D,62.4,2.1,No,No
STU_011988,Student_11988,11,Male,School_12,IB,9,English,53,C,67.4,4.5,Yes,No
STU_011989,Student_11989,13,Female,School_47,ICSE,9,Geography,61,D,81.1,1.7,No,No
STU_011990,Student_11990,13,Male,School_11,IB,12,History,94,C+,97.0,6.7,No,No
STU_011991,Student_11991,18,Male,School_16,Cambridge,10,Computer Science,62,C,87.3,4.6,No,Yes
STU_011992,Student_11992,12,Female,School_8,Cambridge,9,Mathematics,73,C+,65.9,4.9,No,No
STU_011993,Student_11993,16,Female,School_29,State,12,History,64,D,77.1,4.4,No,No
STU_011994,Student_11994,14,Male,School_22,State,9,Physics,67,B,62.5,1.3,Yes,No
STU_011995,Student_11995,15,Male,School_15,IB,9,Economics,57,A,74.7,4.0,No,No
STU_011996,Student_11996,17,Male,School_10,IB,11,English,66,C,90.5,1.4,No,No
STU_011997,Student_11997,12,Female,School_25,CBSE,11,Mathematics,83,A+,100.0,5.2,No,No
STU_011998,Student_11998,13,Male,School_32,ICSE,11,Economics,71,B,54.5,2.6,No,No
STU_011999,Student_11999,20,Male,School_7,ICSE,10,Economics,81,A+,74.7,3.6,Yes,No
STU_012000,Student_12000,11,Female,School_15,CBSE,12,History,71,A,75.8,4.6,No,No
STU_012001,Student_12001,16,Male,School_21,State,10,Chemistry,53,F,63.2,5.1,Yes,Yes
STU_012002,Student_12002,14,Male,School_4,CBSE,10,Biology,40,A,67.3,1.0,No,No
STU_012003,Student_12003,14,Male,School_11,IB,9,Hindi,60,A,77.4,5.4,Yes,No
STU_012004,Student_12004,12,Male,School_36,CBSE,12,Geography,87,B+,87.8,1.1,No,No
STU_012005,Student_12005,17,Male,School_10,Cambridge,9,Economics,89,C,64.5,0.0,No,No
STU_012006,Student_12006,18,Male,School_40,State,11,English,94,A+,51.7,0.0,Yes,No
STU_012007,Student_12007,13,Female,School_40,Cambridge,9,Computer Science,71,C,51.9,0.3,No,No
STU_012008,Student_12008,16,Male,School_14,IB,10,Physics,45,A,91.1,3.5,No,No
STU_012009,Student_12009,16,Male,School_38,IB,9,Physics,66,A,65.6,5.8,Yes,No
STU_012010,Student_12010,16,Female,School_40,CBSE,10,Economics,77,A,85.9,3.0,Yes,No
STU_012011,Student_12011,13,Male,School_48,CBSE,12,Biology,76,D,91.4,7.4,No,No
STU_012012,Student_12012,15,Male,School_15,CBSE,12,Economics,60,C,77.0,7.1,No,No
STU_012013,Student_12013,15,Female,School_12,CBSE,12,Economics,70,B+,90.3,5.1,Yes,No
STU_012014,Student_12014,16,Female,School_37,IB,10,Economics,73,C+,98.9,3.1,Yes,Yes
STU_012015,Student_12015,17,Female,School_23,IB,9,Mathematics,58,F,64.2,6.3,No,No
STU_012016,Student_12016,13,Male,School_15,CBSE,9,Physics,59,D,75.6,5.7,Yes,No
STU_012017,Student_12017,18,Male,School_42,Cambridge,12,Biology,96,B,100.0,4.6,No,No
STU_012018,Student_12018,15,Male,School_50,Cambridge,11,Chemistry,56,A,77.4,6.6,Yes,No
STU_012019,Student_12019,16,Male,School_2,CBSE,11,History,56,A,54.3,4.1,Yes,No
STU_012020,Student_12020,17,Male,School_24,IB,10,Chemistry,69,B+,60.9,1.2,Yes,No
STU_012021,Student_12021,16,Female,School_47,State,9,Chemistry,85,D,83.8,3.7,Yes,No
STU_012022,Student_12022,14,Male,School_43,State,11,Chemistry,67,C,99.2,5.5,No,No
STU_012023,Student_12023,16,Male,School_7,ICSE,12,Geography,61,D,80.3,2.0,Yes,No
STU_012024,Student_12024,11,Male,School_21,IB,11,English,88,F,53.3,4.0,No,No
STU_012025,Student_12025,18,Female,School_46,State,11,Physics,81,A+,74.7,6.5,No,No
STU_012026,Student_12026,16,Male,School_45,CBSE,11,Hindi,61,A+,60.7,3.1,No,No
STU_012027,Student_12027,14,Male,School_47,ICSE,11,Hindi,70,C,85.3,5.8,No,No
STU_012028,Student_12028,8,Female,School_26,IB,10,English,97,C,100.0,5.2,No,No
STU_012029,Student_12029,14,Male,School_4,Cambridge,10,Biology,68,A+,85.7,6.5,Yes,No
STU_012030,Student_12030,15,Female,School_17,Cambridge,10,Mathematics,67,F,96.1,3.1,No,No
STU_012031,Student_12031,18,Female,School_13,IB,10,Hindi,39,D,87.2,4.7,No,No
STU_012032,Student_12032,11,Female,School_37,CBSE,9,Mathematics,79,C+,84.7,5.9,No,No
STU_012033,Student_12033,15,Male,School_6,ICSE,12,Geography,68,F,81.0,4.5,Yes,No
STU_012034,Student_12034,17,Female,School_41,IB,12,History,70,A,84.4,1.6,No,No
STU_012035,Student_12035,17,Male,School_44,IB,9,Geography,70,C+,83.3,2.1,Yes,Yes
STU_012036,Student_12036,18,Male,School_49,State,11,Hindi,73,A,62.2,4.7,No,No
STU_012037,Student_12037,11,Female,School_17,Cambridge,12,Chemistry,83,F,89.4,1.7,No,No
STU_012038,Student_12038,15,Female,School_39,IB,11,Biology,85,B,95.4,5.1,No,No
STU_012039,Student_12039,11,Female,School_45,IB,12,Chemistry,77,A+,65.1,4.9,No,No
STU_012040,Student_12040,17,Female,School_44,Cambridge,10,Mathematics,78,F,57.9,5.1,Yes,No
STU_012041,Student_12041,15,Female,School_6,CBSE,12,Geography,68,C+,75.2,1.4,Yes,No
STU_012042,Student_12042,14,Female,School_23,State,9,History,77,C+,92.2,6.8,Yes,No
STU_012043,Student_12043,14,Male,School_39,CBSE,12,English,79,C,79.0,4.5,Yes,No
STU_012044,Student_12044,18,Male,School_34,State,11,Computer Science,31,C+,82.3,2.2,Yes,No
STU_012045,Student_12045,14,Female,School_13,State,10,Computer Science,60,B+,100.0,3.0,Yes,No
STU_012046,Student_12046,11,Female,School_45,CBSE,9,Computer Science,74,C,69.1,7.2,No,No
STU_012047,Student_12047,13,Male,School_26,IB,12,Chemistry,87,A,95.5,6.6,No,No
STU_012048,Student_12048,14,Female,School_21,ICSE,9,Economics,66,B+,98.5,4.5,No,No
STU_012049,Student_12049,13,Female,School_47,State,9,Mathematics,72,C,58.7,2.9,Yes,No
STU_012050,Student_12050,16,Male,School_12,ICSE,9,Hindi,76,B,81.0,6.7,Yes,No
STU_012051,Student_12051,10,Male,School_23,IB,11,Mathematics,62,A+,85.4,3.0,Yes,No
STU_012052,Student_12052,14,Female,School_47,Cambridge,10,Hindi,64,B,91.4,7.7,Yes,No
STU_012053,Student_12053,16,Female,School_27,IB,11,Computer Science,67,D,54.8,2.9,No,No
STU_012054,Student_12054,15,Male,School_16,State,10,Geography,78,D,63.8,5.8,No,No
STU_012055,Student_12055,14,Male,School_37,State,9,Geography,79,B,79.5,4.5,No,No
STU_012056,Student_12056,14,Female,School_41,ICSE,9,Hindi,76,C+,86.1,2.7,Yes,No
STU_012057,Student_12057,14,Male,School_17,IB,12,Geography,59,C,82.0,3.1,No,No
STU_012058,Student_12058,13,Female,School_24,ICSE,11,History,65,B,78.8,1.7,Yes,No
STU_012059,Student_12059,15,Male,School_11,IB,10,Hindi,90,C+,75.0,5.0,No,No
STU_012060,Student_12060,14,Male,School_26,CBSE,12,Mathematics,66,D,71.8,2.4,Yes,No
STU_012061,Student_12061,15,Female,School_26,IB,12,Chemistry,60,C+,70.6,4.0,Yes,No
STU_012062,Student_12062,16,Female,School_40,IB,10,Geography,69,D,62.9,5.7,No,No
STU_012063,Student_12063,12,Female,School_19,State,12,Chemistry,98,A,82.5,5.6,No,No
STU_012064,Student_12064,17,Female,School_6,State,9,Chemistry,87,B,49.8,3.9,Yes,No
STU_012065,Student_12065,14,Male,School_44,ICSE,10,English,66,C,79.3,4.5,Yes,No
STU_012066,Student_12066,13,Female,School_3,State,10,Physics,87,A+,80.4,5.7,Yes,No
STU_012067,Student_12067,15,Male,School_36,Cambridge,9,Economics,63,B+,95.5,4.2,No,No
STU_012068,Student_12068,15,Female,School_1,IB,9,Chemistry,81,F,100.0,0.0,Yes,No
STU_012069,Student_12069,14,Female,School_33,State,9,English,82,D,72.7,4.6,Yes,No
STU_012070,Student_12070,16,Male,School_3,Cambridge,11,Hindi,68,C+,53.0,1.7,No,No
STU_012071,Student_12071,14,Female,School_28,CBSE,11,Biology,84,F,88.8,1.4,Yes,No
STU_012072,Student_12072,13,Female,School_8,CBSE,11,Chemistry,81,A+,78.7,4.0,Yes,No
STU_012073,Student_12073,12,Male,School_36,IB,11,Computer Science,58,A,95.7,6.5,Yes,No
STU_012074,Student_12074,14,Male,School_22,CBSE,12,Geography,36,F,81.9,4.2,Yes,No
STU_012075,Student_12075,12,Male,School_35,CBSE,12,History,83,D,77.4,2.7,No,No
STU_012076,Student_12076,17,Female,School_39,IB,10,Mathematics,70,A+,71.8,1.8,Yes,Yes
STU_012077,Student_12077,16,Female,School_19,State,10,Mathematics,63,C+,62.3,5.2,Yes,No
STU_012078,Student_12078,14,Male,School_2,IB,9,Economics,62,C,90.4,7.8,No,Yes
STU_012079,Student_12079,12,Female,School_46,State,12,Geography,95,C,79.3,3.4,Yes,No
STU_012080,Student_12080,15,Male,School_26,IB,11,Chemistry,71,B+,93.1,6.6,No,No
STU_012081,Student_12081,11,Female,School_29,ICSE,9,Chemistry,58,F,100.0,3.6,Yes,No
STU_012082,Student_12082,11,Female,School_32,CBSE,10,Computer Science,67,B,83.3,2.7,Yes,No
STU_012083,Student_12083,13,Male,School_27,ICSE,10,Economics,86,C,66.5,4.4,No,No
STU_012084,Student_12084,12,Male,School_41,ICSE,10,Hindi,42,B,86.5,8.7,No,No
STU_012085,Student_12085,13,Male,School_47,ICSE,12,Economics,54,B+,94.4,5.8,No,No
STU_012086,Student_12086,14,Female,School_17,CBSE,9,History,57,F,78.5,4.3,No,No
STU_012087,Student_12087,12,Female,School_43,Cambridge,9,Chemistry,48,B,89.4,0.5,No,No
STU_012088,Student_12088,13,Male,School_17,Cambridge,9,English,42,F,78.3,5.8,No,No
STU_012089,Student_12089,16,Female,School_26,Cambridge,12,Physics,75,A+,56.6,5.0,No,No
STU_012090,Student_12090,18,Female,School_39,Cambridge,10,Biology,70,F,54.4,1.9,Yes,No
STU_012091,Student_12091,11,Female,School_38,Cambridge,12,Mathematics,54,D,65.7,1.2,No,No
STU_012092,Student_12092,13,Male,School_32,ICSE,9,English,64,F,58.6,4.2,No,No
STU_012093,Student_12093,16,Female,School_37,Cambridge,9,Economics,85,D,62.8,6.2,Yes,No
STU_012094,Student_12094,13,Female,School_48,Cambridge,10,English,75,C,71.0,4.5,Yes,No
STU_012095,Student_12095,16,Male,School_17,State,11,Biology,51,D,70.5,3.6,Yes,No
STU_012096,Student_12096,10,Male,School_46,IB,9,Economics,82,D,100.0,2.6,No,No
STU_012097,Student_12097,16,Male,School_20,Cambridge,11,Biology,61,B+,94.9,5.6,Yes,No
STU_012098,Student_12098,15,Female,School_21,ICSE,11,History,64,B,76.6,1.9,Yes,No
STU_012099,Student_12099,14,Male,School_42,ICSE,11,Geography,64,C,87.4,3.1,No,No
STU_012100,Student_12100,16,Female,School_49,ICSE,12,Hindi,68,C+,59.1,6.9,Yes,No
STU_012101,Student_12101,15,Male,School_5,State,10,Chemistry,71,F,86.6,1.9,No,No
STU_012102,Student_12102,14,Male,School_27,ICSE,12,Hindi,69,D,100.0,2.6,Yes,No
STU_012103,Student_12103,14,Female,School_12,Cambridge,9,Hindi,44,A,78.0,1.4,No,No
STU_012104,Student_12104,12,Male,School_20,State,10,Physics,90,B,74.8,5.0,Yes,No
STU_012105,Student_12105,12,Female,School_8,Cambridge,9,History,78,A,55.3,1.9,No,No
STU_012106,Student_12106,15,Female,School_38,CBSE,11,Chemistry,80,B,70.0,2.2,Yes,No
STU_012107,Student_12107,16,Male,School_21,CBSE,9,Biology,66,A+,57.9,2.5,No,No
